lat: 42.000325, lng: -115.070557
lat: 42.098222, lng: -124.321289
lat: 45.019185, lng: -124.035645
lat: 48.370848, lng: -124.958496
lat: 48.965794, lng: -123.068848
lat: 48.965794, lng: -116.751709
