lat: 42.504503, lng: -90.615234
lat: 46.55886, lng: -90.32959
lat: 47.465236, lng: -87.714844
lat: 46.641894, lng: -87.434692
lat: 46.760562, lng: -85.006714
lat: 45.94733, lng: -81.815186
lat: 45.506347, lng: -81.760254
lat: 43.052834, lng: -82.353516
lat: 41.722131, lng: -83.353271
lat: 41.828642, lng: -87.506104
lat: 42.488302, lng: -87.874146
